Attendance,Study Hours,Homework Completion,Test Scores,SES,Extracurricular Activities,Parent Involvement,Tutoring,Sleep Hours,Health Conditions,Final Grade
89,20,89,90,Low,2,High,Yes,8,Mild,77.6
71,11,76,86,Middle,3,Medium,Yes,6,None,63.95
70,10,84,68,High,3,High,Yes,7,None,69.69999999999999
100,22,99,73,Middle,4,High,No,6,None,75.19999999999999
86,18,79,58,Low,0,Medium,Yes,9,None,59.9
87,15,78,80,Low,3,Medium,No,6,None,63.75
80,18,97,96,Low,4,Medium,Yes,6,Mild,74.7
88,29,89,76,High,4,High,No,9,None,80.45
100,30,93,89,High,3,Medium,Yes,6,Mild,83.8
81,29,81,80,Middle,3,Low,Yes,8,Mild,71.65
78,20,89,77,Low,3,Low,Yes,9,Mild,69.5
78,26,92,52,High,4,High,Yes,8,Severe,69.1
71,30,77,66,Low,4,Low,Yes,9,Severe,59.900000000000006
80,22,91,54,High,2,Medium,Yes,9,Severe,60.900000000000006
97,18,97,97,High,1,Medium,No,8,Mild,79.4
98,26,81,50,High,0,Low,Yes,9,None,67.3
85,16,93,57,High,1,High,Yes,8,None,71.7
84,21,77,51,High,1,Low,Yes,8,Severe,57.75
89,18,90,88,High,3,High,No,8,Mild,81.69999999999999
98,11,97,93,High,4,High,No,9,None,84.65
76,12,77,97,Low,1,Low,Yes,8,None,67.7
73,23,91,74,High,3,Low,Yes,8,Severe,68.75
83,22,96,88,High,1,Low,No,9,None,74.7
75,17,82,52,High,1,Medium,Yes,7,Severe,54.25000000000001
77,24,81,83,High,1,Medium,No,8,None,69.5
83,12,91,71,Low,0,High,Yes,6,None,67.1
97,19,76,81,High,4,High,No,8,Mild,78.65
80,10,98,75,Middle,1,Medium,Yes,7,Mild,63.6
86,26,93,70,High,0,High,Yes,9,Severe,73.3
83,10,99,50,Middle,3,Low,No,6,Mild,56.900000000000006
94,22,94,100,Low,0,High,No,6,None,78.1
74,23,82,59,Middle,1,High,Yes,8,Mild,64.65
84,20,77,61,Middle,4,Medium,Yes,8,Severe,58.5
76,23,95,91,Low,2,High,Yes,8,Severe,72.25
73,20,83,79,Middle,1,Medium,Yes,8,Mild,64.9
98,17,76,74,Low,3,Medium,No,8,None,66.25
98,29,85,74,High,1,High,No,6,Severe,71.05
74,12,96,57,Low,1,High,Yes,7,Severe,57.099999999999994
87,20,98,60,High,2,Medium,No,7,Mild,65.0
81,15,88,70,High,1,High,Yes,9,Mild,73.55
80,24,82,54,Low,0,High,No,7,Severe,54.60000000000001
72,27,89,54,High,3,Medium,Yes,6,Severe,61.150000000000006
81,25,80,86,High,0,Medium,Yes,6,Mild,72.25
95,23,77,54,Middle,1,High,Yes,8,Severe,61.349999999999994
88,16,93,90,High,4,High,Yes,7,None,83.2
94,13,86,84,High,1,Medium,No,9,None,71.45
89,11,75,100,Low,3,High,No,9,Mild,75.55
81,30,91,58,Low,1,Low,Yes,6,None,62.3
82,23,78,54,Middle,3,Medium,Yes,8,None,61.95
96,13,96,90,Middle,4,Medium,No,8,Severe,68.65
89,24,83,87,Low,4,High,Yes,9,Severe,74.5
89,30,94,79,Low,3,Low,Yes,9,None,75.8
74,12,88,67,Low,1,High,Yes,6,Severe,58.5
82,19,84,68,High,3,Low,Yes,6,Mild,69.35
72,15,79,92,Low,3,High,Yes,8,None,74.55
74,20,96,96,High,2,Medium,Yes,7,Severe,70.8
79,15,91,76,Middle,3,Medium,No,8,None,65.55
80,11,97,84,Low,0,High,Yes,8,Severe,68.35000000000001
86,29,91,78,High,2,High,Yes,7,Mild,79.05
91,21,88,80,Low,0,Low,No,8,Mild,67.05
75,17,83,98,Middle,1,High,Yes,7,Mild,73.25
89,15,89,51,High,0,Medium,No,9,None,61.65
86,13,86,53,Middle,4,Medium,No,9,None,58.55
87,26,90,76,Low,3,High,Yes,8,None,77.7
96,22,92,75,Middle,0,High,Yes,8,Severe,70.60000000000001
79,28,83,79,Middle,0,High,No,8,Mild,70.10000000000001
96,12,93,87,High,1,Low,No,7,Mild,71.9
76,10,86,69,Low,4,Low,Yes,8,Mild,63.60000000000001
82,24,83,67,Low,1,Low,No,8,Mild,61.099999999999994
96,23,81,71,High,4,Low,Yes,6,Mild,73.45
83,21,84,80,Low,0,High,Yes,7,None,70.65
71,18,76,62,High,3,Low,No,9,Severe,57.5
89,14,82,92,Middle,0,Low,Yes,7,Severe,63.3
81,27,83,93,High,2,Low,Yes,8,None,77.44999999999999
100,11,77,57,High,0,Medium,No,6,None,60.25
80,20,89,99,Low,1,Medium,Yes,9,Severe,68.5
72,29,76,73,Low,4,High,Yes,7,Severe,64.75
90,21,86,64,Low,0,Low,No,7,Mild,59.650000000000006
71,28,86,81,Middle,2,Medium,Yes,6,Severe,60.7
72,22,96,88,Low,0,Medium,Yes,9,None,70.5
99,10,98,89,Middle,2,Low,Yes,7,Severe,66.60000000000001
88,24,97,58,Middle,0,Low,No,7,Severe,55.4
83,28,81,76,Low,1,Medium,Yes,8,Severe,62.599999999999994
79,21,91,95,Low,1,High,No,6,None,72.75
74,17,82,69,Low,1,Medium,Yes,6,None,59.150000000000006
81,18,81,92,Low,1,High,No,6,Severe,64.5
94,30,88,77,Low,1,Medium,No,6,None,67.0
70,22,77,96,High,3,Low,No,7,Severe,66.69999999999999
75,26,78,73,Middle,0,High,Yes,9,None,69.0
86,22,83,68,High,3,High,Yes,6,None,75.69999999999999
86,27,88,95,Low,2,Low,Yes,8,Severe,70.05
86,26,97,92,Middle,3,High,Yes,8,Mild,83.7
97,19,84,88,Middle,3,Medium,No,6,Severe,65.35
93,26,75,60,High,0,Medium,Yes,9,Severe,63.099999999999994
97,25,79,70,High,2,High,Yes,7,Mild,75.45
70,20,85,65,High,4,High,No,8,None,70.5
77,15,76,98,Low,0,Low,No,6,Mild,63.75
90,16,86,77,Low,3,Medium,Yes,8,Mild,70.3
95,24,93,93,Middle,0,Medium,No,7,Severe,66.5
96,12,91,62,High,1,Medium,No,8,None,66.0
76,18,100,59,High,3,High,No,7,None,70.4
81,16,76,75,High,3,Low,No,6,None,65.9
72,28,82,73,High,1,Medium,Yes,7,Severe,62.69999999999999
80,15,84,81,High,4,Medium,No,6,None,68.85
94,23,82,86,High,3,Low,Yes,8,Severe,74.75
84,16,100,52,High,3,High,Yes,8,None,74.4
100,27,96,81,High,4,Low,Yes,8,Mild,83.25
84,27,79,76,Middle,3,Medium,No,7,Severe,60.150000000000006
91,21,87,71,High,3,Low,No,7,None,70.15
79,14,98,92,High,4,High,Yes,8,None,84.5
98,23,86,50,Middle,0,High,Yes,7,Mild,65.55
72,12,88,50,Low,3,Medium,Yes,8,Severe,53.0
74,28,95,59,High,2,Low,No,9,None,65.5
75,14,80,100,High,1,High,Yes,6,Severe,72.5
98,22,100,94,High,0,High,Yes,7,Severe,81.3
75,11,97,96,High,2,Medium,Yes,8,None,75.95
75,11,84,64,High,2,Low,No,6,Mild,58.75
72,21,93,97,Middle,2,Medium,No,7,None,67.35
83,15,88,70,High,3,High,Yes,9,Severe,71.95
80,28,96,63,Middle,2,Low,No,6,None,61.1
83,21,86,60,Middle,0,Medium,Yes,8,Mild,62.05
96,26,96,65,High,2,High,No,7,Severe,69.4
75,13,83,90,Low,0,High,Yes,8,None,71.85
88,10,90,79,High,1,High,No,7,None,71.8
88,15,100,57,High,3,High,Yes,6,Mild,74.45
72,19,100,94,Middle,1,Low,Yes,9,Severe,67.35
85,23,88,92,Middle,0,Medium,Yes,9,Mild,72.95
75,28,84,100,Middle,4,Low,Yes,7,None,74.8
99,15,97,99,Middle,2,Low,Yes,8,None,77.65
95,14,90,68,High,1,High,Yes,8,None,75.9
94,13,83,67,Middle,2,Medium,No,8,Mild,60.75
76,13,97,68,Middle,0,Low,No,9,None,60.25000000000001
74,21,94,54,Low,2,Medium,No,8,Severe,52.05
73,27,91,63,Low,0,Medium,Yes,6,None,61.449999999999996
92,27,79,67,Middle,4,Medium,No,8,Severe,61.05
92,28,92,54,Low,2,Medium,Yes,9,None,65.0
72,18,100,97,Middle,3,Medium,Yes,9,Severe,71.0
87,30,83,88,Low,3,High,No,8,None,77.9
78,30,83,93,High,3,Medium,Yes,6,Severe,73.6
80,13,87,72,Low,4,Low,No,8,Mild,63.25
86,26,95,78,Middle,0,High,Yes,6,None,74.1
86,13,98,91,Middle,2,Low,Yes,8,None,72.35
84,22,92,78,Low,3,High,Yes,9,Severe,72.1
76,11,92,93,Middle,3,High,No,8,Severe,69.25
97,17,76,89,Middle,2,Low,No,6,None,65.55
92,23,82,78,High,2,Medium,Yes,8,None,73.95
71,20,98,71,High,1,Low,Yes,9,Mild,70.10000000000001
82,17,83,82,Middle,4,Medium,No,9,Mild,66.85
96,19,100,60,High,4,Low,No,6,Severe,64.95
94,17,82,90,Middle,0,High,No,6,None,71.45
86,12,93,94,Middle,2,Low,Yes,8,Severe,67.0
90,27,79,86,Low,1,Low,No,9,Mild,68.35
75,14,87,98,Low,1,High,Yes,9,Severe,70.30000000000001
74,17,82,93,Middle,2,High,Yes,8,Severe,68.35
72,22,82,73,High,2,Medium,Yes,6,Severe,61.19999999999999
79,10,93,83,High,1,Medium,Yes,6,Mild,69.80000000000001
79,14,75,91,Middle,1,High,Yes,6,Severe,64.6
100,17,91,78,High,0,Medium,No,9,Severe,67.85
85,13,98,84,Middle,2,High,No,9,Severe,67.05
86,17,83,92,Low,1,Low,Yes,9,Severe,65.64999999999999
83,28,82,96,High,2,Low,No,6,Mild,73.8
89,24,84,64,Low,1,Low,Yes,9,Severe,59.8
88,23,85,55,Middle,1,Medium,No,7,Mild,56.85
77,18,82,63,Middle,0,High,Yes,6,None,63.199999999999996
93,12,76,55,Low,1,Low,Yes,7,Mild,56.300000000000004
87,30,97,53,High,1,Low,No,6,Mild,65.2
71,11,91,58,High,4,High,No,9,Severe,62.55000000000001
96,23,85,62,High,1,Medium,Yes,7,Severe,63.55
89,12,91,92,High,0,Medium,No,6,Severe,66.6
90,20,100,85,Middle,2,Low,Yes,8,Severe,68.5
75,28,85,51,Low,2,Medium,Yes,8,Mild,59.3
79,20,98,65,Low,0,Low,Yes,9,Mild,64.9
94,29,78,94,Low,4,Medium,No,7,Severe,67.85000000000001
70,20,94,50,Low,3,Medium,Yes,6,Severe,53.8
91,15,94,83,Middle,0,Medium,Yes,6,None,68.65
86,22,75,50,Middle,2,High,Yes,6,Severe,55.7
86,28,99,86,Low,1,Low,No,7,Mild,69.8
73,23,75,97,Low,1,High,No,9,Mild,71.45
94,14,95,75,Low,4,Medium,Yes,6,Severe,64.8
82,10,85,68,Middle,4,Low,Yes,7,None,62.300000000000004
99,28,76,83,Middle,1,High,No,8,None,73.9
72,26,84,55,Low,2,Medium,No,9,Severe,51.2
89,15,81,76,Middle,3,Low,No,7,Mild,63.55
87,21,99,70,Low,2,High,Yes,9,None,73.45
76,20,91,71,High,4,Low,No,8,Severe,64.7
95,27,87,54,High,0,Low,Yes,7,Mild,67.35000000000001
99,12,95,74,Middle,4,Low,No,6,None,67.0
74,19,95,67,Low,4,High,Yes,6,Severe,64.64999999999999
96,15,97,86,Low,4,Medium,Yes,6,Severe,69.15
82,26,97,51,Low,0,Medium,Yes,7,Mild,60.6
88,18,92,59,High,2,Low,Yes,9,None,68.2
91,11,75,83,High,0,Medium,Yes,8,Severe,65.85
80,22,95,73,High,0,High,Yes,6,Severe,70.4
96,30,78,100,High,3,High,Yes,8,Severe,85.30000000000001
77,18,77,76,Low,4,Low,Yes,9,Severe,61.099999999999994
95,28,93,93,High,0,Low,No,7,Mild,77.5
91,25,83,50,Low,1,High,No,6,Mild,61.05
97,12,77,93,Low,3,Medium,Yes,9,Severe,68.7
76,24,79,93,Low,1,Medium,Yes,6,None,67.9
89,11,82,67,High,1,Low,Yes,9,None,67.05
73,22,88,88,Low,3,Low,No,7,None,67.1
81,29,92,51,High,3,High,No,8,None,72.15
72,14,80,78,High,4,High,No,6,None,70.3
99,16,85,68,Middle,1,Low,No,7,Mild,61.199999999999996
90,16,93,52,Low,2,Low,No,6,None,56.2
77,26,98,82,Low,2,High,Yes,7,Severe,69.1
95,17,96,62,Middle,4,High,Yes,9,Severe,69.05
72,22,96,79,Middle,2,High,No,9,Mild,69.8
100,21,84,84,High,3,Low,No,8,Severe,72.25
94,22,87,66,Low,1,High,Yes,7,Severe,64.5
86,13,94,100,High,3,High,Yes,6,Severe,80.25
89,17,99,95,Low,0,Medium,Yes,9,None,75.35
95,30,88,62,Low,2,Medium,No,7,None,62.7
76,29,84,71,High,1,Low,No,7,Severe,60.55
70,24,84,60,Middle,2,Medium,Yes,6,None,57.8
100,29,95,59,Low,1,Low,No,8,Mild,65.95
81,23,93,65,Low,4,Low,No,7,Severe,58.05
81,29,90,77,Middle,1,High,No,8,Mild,71.55
77,11,81,65,High,0,Low,No,6,Severe,53.849999999999994
71,11,93,95,High,1,Low,Yes,8,Severe,69.05000000000001
93,23,86,78,Middle,0,Medium,Yes,8,None,69.94999999999999
97,17,98,56,High,2,Low,No,7,Severe,60.05
89,23,86,57,Middle,0,Low,No,7,None,57.849999999999994
95,27,100,100,High,3,Low,No,7,Severe,78.75
91,20,77,55,Middle,1,High,No,9,Mild,62.1
91,17,84,78,High,1,High,No,7,None,72.65
79,14,78,74,High,0,Medium,No,9,Severe,59.10000000000001
76,26,91,58,Middle,2,Low,Yes,9,None,62.300000000000004
75,23,87,51,Low,2,High,Yes,9,Mild,63.45
79,22,84,69,Low,2,Medium,No,6,Mild,58.8
85,26,86,57,Low,1,Low,Yes,6,None,60.8
100,30,83,87,High,0,High,Yes,9,Severe,80.2
73,24,90,78,High,3,High,No,6,Severe,70.0
71,16,86,79,Middle,0,Low,Yes,6,Severe,57.10000000000001
98,10,96,79,High,4,High,No,7,None,78.0
91,25,85,55,High,4,High,No,7,None,70.95
98,10,92,87,High,2,High,No,9,Severe,73.6
96,27,99,85,High,1,Medium,No,6,Mild,76.25
90,20,81,64,Middle,4,Medium,No,6,Severe,56.400000000000006
85,26,90,65,Low,1,High,No,7,Severe,61.0
78,15,90,77,High,4,Low,No,6,Severe,63.45
83,30,93,91,Low,0,High,Yes,6,None,78.0
81,28,81,77,High,2,Medium,Yes,8,None,72.5
84,21,89,57,Low,2,Low,No,9,Severe,53.95
72,28,88,78,High,1,Medium,Yes,6,Mild,70.4
92,19,75,92,Low,0,Low,Yes,6,Severe,63.75
100,17,88,67,Middle,2,Low,Yes,7,Severe,59.95
100,14,76,69,Low,4,Low,No,9,None,64.4
82,18,88,92,High,2,High,No,6,Mild,76.1
72,16,93,81,Low,3,High,Yes,6,None,72.3
86,27,76,88,High,1,High,Yes,6,None,78.55
87,20,76,67,Middle,1,High,No,9,Mild,64.7
96,21,89,98,Middle,3,High,No,9,Mild,81.65
70,20,98,85,High,2,Medium,Yes,8,Severe,69.1
87,27,96,52,Middle,3,Medium,No,8,None,63.95000000000001
94,28,77,90,Low,0,Low,No,8,Severe,65.2
85,30,76,67,Middle,0,High,Yes,7,Mild,67.8
88,17,75,92,Middle,1,Low,Yes,9,Severe,64.45
87,25,94,98,High,1,Low,No,6,Mild,76.85
72,20,83,87,Low,1,Medium,Yes,6,None,65.1
71,12,100,52,Middle,1,Medium,No,7,None,52.800000000000004
96,21,90,79,Low,1,Low,Yes,8,Severe,66.15
95,25,75,62,Middle,0,Low,Yes,9,Severe,58.849999999999994
72,26,88,60,Low,1,Low,No,6,None,56.5
79,25,87,74,Middle,3,High,No,9,None,71.65
80,28,92,52,High,4,High,Yes,9,None,75.0
86,20,79,84,Low,2,Medium,No,7,None,63.2
75,21,94,53,Middle,3,High,Yes,9,Mild,67.94999999999999
81,24,91,98,High,3,Low,Yes,6,Severe,75.8
88,23,81,83,Middle,4,High,No,7,Mild,72.44999999999999
98,17,87,88,High,4,High,No,8,None,82.65
75,26,99,84,Middle,4,Medium,No,8,None,71.5
73,16,100,77,High,1,Low,No,6,None,66.7
84,21,92,69,High,1,High,No,6,Mild,71.15
97,27,85,75,Low,4,Medium,No,6,Severe,63.650000000000006
85,10,97,98,Middle,2,Low,No,6,None,68.30000000000001
79,19,75,94,Low,2,Medium,Yes,6,Mild,66.75
93,21,84,72,High,3,Medium,Yes,6,Severe,68.25
77,20,94,82,High,2,High,No,9,None,75.8
95,29,95,74,Low,4,High,No,6,None,75.45
72,22,79,98,High,3,High,No,6,Severe,73.1
75,10,86,78,High,4,High,Yes,8,Severe,71.1
97,29,79,99,Middle,1,Low,No,7,Mild,72.15
71,29,97,95,Middle,2,Medium,Yes,6,Mild,72.35000000000001
90,19,89,60,High,1,Low,No,7,Severe,58.55
80,12,75,61,High,4,High,Yes,8,Severe,65.3
78,10,82,50,Middle,3,Low,No,9,Mild,54.5
76,23,89,69,Low,4,Medium,Yes,7,None,65.45
77,26,92,75,Middle,1,High,Yes,8,Mild,72.8
76,14,99,50,Low,4,High,No,7,Mild,61.5
88,20,94,64,Middle,2,Low,Yes,9,Severe,60.60000000000001
77,16,82,77,Middle,3,High,Yes,6,Mild,69.89999999999999
71,25,89,95,Low,3,Low,No,6,Severe,64.75
93,28,100,66,High,1,High,Yes,7,None,78.4
91,10,88,67,High,2,Medium,No,7,Severe,58.39999999999999
100,27,90,84,Low,4,High,Yes,8,Severe,77.95
97,13,81,96,Low,3,Low,No,9,None,72.65
86,10,85,50,High,1,Medium,No,9,None,58.7
85,27,98,84,Middle,0,Medium,No,7,Mild,68.55
74,13,92,82,Low,1,Medium,Yes,6,Mild,64.05
94,13,82,52,Low,4,Medium,No,7,Severe,52.050000000000004
98,22,99,75,High,1,Medium,Yes,6,Mild,75.4
96,12,92,99,Middle,2,High,No,8,Severe,72.30000000000001
77,13,84,83,Low,4,Low,No,6,Severe,58.35
95,17,77,82,High,1,Medium,Yes,8,None,73.25
76,15,96,66,Low,3,Medium,No,6,Severe,55.95
86,16,79,53,Low,4,Low,No,6,Severe,50.9
96,13,95,79,Middle,1,High,Yes,6,Mild,73.15
96,24,76,92,High,1,High,Yes,8,Severe,78.0
75,12,80,85,Low,2,Low,Yes,8,Severe,59.5
72,19,90,65,High,0,Medium,Yes,8,Mild,66.65
93,17,88,68,Low,2,High,Yes,6,Mild,68.85
92,25,95,63,Low,4,Medium,No,8,Severe,62.55000000000001
95,13,87,90,Middle,4,Low,Yes,9,Mild,74.65
79,28,93,52,Low,4,High,No,6,None,65.0
74,13,91,91,Low,2,Medium,No,8,Severe,60.55
87,29,93,81,High,1,Medium,Yes,8,Mild,77.55
94,13,79,83,Middle,0,Medium,No,6,None,62.75
79,14,88,90,High,0,Low,No,9,Mild,70.9
90,28,78,84,High,4,Medium,Yes,7,Mild,76.8
100,30,81,84,High,3,Medium,Yes,9,Mild,81.9
100,21,92,72,High,1,Medium,Yes,8,Mild,75.25
99,11,95,60,High,1,Low,Yes,7,None,67.55
80,22,95,79,Low,4,High,No,9,Mild,74.2
95,14,89,88,Middle,2,Medium,Yes,8,None,71.69999999999999
91,16,94,64,High,1,Low,No,8,Severe,62.2
97,23,88,63,Middle,2,Low,Yes,6,Severe,59.650000000000006
75,17,86,85,High,4,Low,No,8,Mild,71.95
85,24,89,68,Middle,4,High,Yes,8,Mild,74.19999999999999
74,23,75,68,Low,2,Low,No,6,Mild,55.949999999999996
75,30,78,68,Low,2,High,Yes,9,Mild,68.5
73,13,86,100,High,2,Low,Yes,9,None,75.05
94,29,80,76,High,2,Low,Yes,9,None,74.85
82,30,86,75,Low,1,Low,Yes,7,Mild,66.6
79,11,85,58,Low,4,Low,Yes,7,Mild,58.949999999999996
97,15,87,57,High,2,High,Yes,9,Severe,67.65
83,15,79,97,High,2,Medium,Yes,8,Mild,75.25
81,19,92,78,High,0,High,Yes,7,Severe,70.75
82,13,86,81,Middle,2,Medium,No,6,Severe,56.150000000000006
84,21,93,67,Low,4,High,Yes,7,Severe,66.75
76,12,88,69,Middle,2,Low,Yes,7,None,59.5
95,23,85,59,Middle,1,Low,Yes,8,None,64.45
95,22,95,69,High,2,Low,Yes,8,Severe,69.2
97,11,97,59,Middle,3,Low,No,8,Mild,64.25
73,23,100,86,Middle,0,Low,No,8,Severe,63.150000000000006
86,21,84,78,Low,3,High,Yes,9,Severe,70.65
93,11,77,94,High,4,High,No,7,None,77.95
100,13,88,61,High,1,Low,No,7,None,64.15
71,24,93,88,High,2,Low,Yes,9,None,75.2
100,22,90,72,Middle,1,High,No,7,Mild,70.1
86,23,100,69,Low,1,Low,Yes,7,None,66.65
83,21,87,75,High,3,Medium,No,7,Mild,69.75
84,10,90,57,High,3,Medium,No,8,None,64.39999999999999
100,12,86,57,Low,1,Medium,Yes,6,Severe,55.3
73,25,76,60,Middle,1,High,Yes,8,Severe,59.05000000000001
75,18,94,54,Middle,0,High,No,8,None,61.5
72,24,90,51,Low,2,Low,No,6,None,53.699999999999996
75,11,93,60,Middle,0,Medium,No,6,None,54.35
80,13,84,71,Middle,1,Medium,No,9,Mild,59.349999999999994
72,30,92,69,High,0,High,No,9,None,73.0
98,18,87,77,High,3,Low,Yes,6,Severe,70.6
100,14,92,63,High,3,Medium,Yes,9,Severe,68.80000000000001
88,28,83,56,High,3,Medium,No,6,Severe,61.0
100,27,81,70,High,3,Medium,Yes,7,None,74.95
95,23,99,73,Middle,1,High,Yes,7,Mild,74.44999999999999
99,17,86,57,High,3,Medium,No,9,None,68.35
89,23,94,99,Middle,4,Low,Yes,6,None,78.05
76,27,96,88,High,0,High,Yes,8,None,82.55000000000001
79,10,78,76,Middle,1,Low,No,6,Mild,56.7
90,23,87,74,Middle,3,High,No,7,None,71.35000000000001
71,12,76,76,Low,0,Medium,Yes,9,None,60.2
98,30,79,78,Middle,4,Medium,No,7,Severe,64.30000000000001
99,16,89,80,Low,2,High,No,8,None,72.6
77,26,78,90,High,1,Medium,Yes,8,Severe,69.5
85,29,89,83,High,4,Medium,Yes,9,Mild,79.94999999999999
74,23,83,90,Low,3,Medium,No,6,None,67.15
82,13,76,61,High,2,Low,No,8,Mild,60.150000000000006
96,16,76,76,High,0,Low,Yes,9,Mild,71.2
84,15,90,85,Low,2,Low,Yes,9,Severe,64.05
71,30,80,72,Low,3,Low,No,8,Mild,64.3
90,14,81,89,Middle,4,Low,No,6,Severe,62.400000000000006
83,19,96,83,Low,2,Low,No,7,Severe,60.45
98,18,95,54,Middle,3,Low,No,6,Mild,62.3
84,26,88,86,Middle,1,Low,No,6,Mild,66.7
79,17,87,52,High,3,Low,No,6,None,61.050000000000004
91,20,95,96,Low,3,Low,No,9,Severe,71.0
91,16,81,57,Low,2,Low,Yes,6,Mild,58.5
86,16,83,53,Middle,4,Low,Yes,7,Mild,59.699999999999996
77,13,89,83,Middle,1,High,Yes,9,Mild,71.35
84,12,82,55,High,3,Low,No,7,Mild,60.7
74,27,76,80,Middle,4,Low,No,9,Mild,65.75
98,24,92,57,High,0,High,Yes,7,Mild,74.1
77,26,76,83,Low,1,Low,No,6,Mild,62.0
76,21,97,60,High,3,Medium,Yes,6,None,68.85000000000001
84,19,100,59,Middle,4,Low,Yes,9,Severe,62.25
91,21,83,83,Middle,0,Low,No,7,Mild,64.94999999999999
91,12,95,81,Middle,3,High,No,6,Severe,67.5
97,23,99,87,High,2,Low,Yes,8,None,81.05
72,28,91,60,Low,2,Medium,No,8,Mild,59.599999999999994
91,11,81,94,Middle,3,Medium,No,8,Mild,70.35
70,21,81,89,High,4,Medium,Yes,6,Severe,68.15
71,24,78,94,High,4,Medium,Yes,6,Mild,75.0
99,24,91,56,Low,0,Low,Yes,6,Mild,63.8
98,15,76,75,High,1,High,No,6,Mild,71.05000000000001
100,13,80,90,Low,3,Medium,No,8,Severe,66.25
95,26,98,99,High,3,Low,Yes,6,Mild,85.8
88,17,88,96,Low,0,High,No,6,None,73.25
100,28,91,60,Middle,1,High,No,9,Mild,70.2
74,22,84,84,Low,3,Medium,Yes,6,Severe,63.3
73,15,87,99,High,0,Medium,Yes,9,Severe,70.45
99,12,91,98,Low,1,Medium,No,7,None,70.4
92,29,98,74,Low,0,Medium,Yes,9,None,72.45
71,15,79,98,High,2,Low,No,9,Severe,65.15
96,15,95,56,High,1,High,Yes,7,Severe,66.75
95,30,79,52,Middle,3,Medium,Yes,6,None,63.9
88,18,94,95,High,3,High,Yes,9,Severe,82.4
84,27,82,95,Middle,2,Low,No,7,Severe,63.45
90,29,76,85,Middle,1,High,Yes,9,None,75.95
83,21,99,53,High,2,High,Yes,6,Severe,65.55000000000001
95,22,77,80,High,2,Medium,Yes,9,Mild,73.9
92,21,84,79,High,1,High,Yes,9,Mild,79.15
91,20,97,50,Middle,2,Low,No,8,Severe,54.6
91,26,94,78,High,4,High,Yes,6,Mild,82.9
87,20,80,83,Low,2,Medium,No,8,None,65.30000000000001
73,12,82,88,Middle,4,Medium,Yes,9,None,68.4
100,10,77,94,High,2,Medium,No,7,Mild,71.1
85,19,89,98,High,4,Medium,No,9,Mild,78.94999999999999
93,11,85,59,Low,3,Medium,Yes,8,Mild,64.05
89,19,88,74,High,4,High,No,9,None,77.35000000000001
72,20,98,84,Low,2,Low,No,8,Mild,66.2
86,14,93,100,Low,3,Medium,Yes,9,Severe,72.3
95,24,82,81,High,4,Medium,No,7,Severe,68.7
91,11,85,86,Middle,3,Medium,No,7,None,66.75
100,15,83,72,High,4,Low,No,7,Mild,69.95
79,23,89,96,High,3,High,Yes,6,None,84.15
99,13,87,57,Low,4,Medium,No,7,None,60.55
93,26,82,89,Middle,1,Medium,Yes,7,None,71.2
100,20,96,60,High,2,High,Yes,7,Severe,70.2
70,20,94,84,Middle,0,Low,No,6,Severe,58.0
81,20,80,85,Middle,2,Medium,No,8,None,64.7
89,23,83,66,High,3,Medium,Yes,9,Severe,67.95
70,24,88,80,High,2,Low,No,6,Severe,61.599999999999994
88,24,77,86,Low,2,Medium,Yes,7,Severe,62.8
77,13,75,90,Low,1,Medium,Yes,7,Mild,63.65
94,18,79,65,Middle,2,Low,No,8,Mild,60.6
78,18,93,67,Middle,1,Low,Yes,8,None,63.8
91,15,81,61,Middle,3,Medium,Yes,8,Mild,64.45
72,28,75,53,High,2,High,Yes,8,None,67.3
78,16,77,65,High,4,Low,No,9,Severe,59.5
78,25,79,85,High,2,High,Yes,7,Mild,76.15
77,19,76,71,Middle,1,High,Yes,8,None,66.65
77,11,82,82,High,4,High,No,8,None,74.14999999999999
78,13,83,73,Low,3,Low,Yes,9,Severe,60.349999999999994
95,28,79,90,Middle,2,High,Yes,6,Mild,76.8
90,26,98,64,Low,2,Low,Yes,9,Severe,63.3
77,27,80,61,Low,1,Medium,Yes,8,None,61.45
100,11,94,93,Low,4,Low,Yes,8,None,77.44999999999999
88,10,77,85,Middle,3,Low,Yes,7,Mild,67.0
79,26,92,94,Middle,4,Medium,Yes,6,None,74.9
77,13,86,56,Low,3,High,Yes,8,Mild,65.64999999999999
78,28,88,81,High,1,Medium,Yes,8,Severe,69.5
73,21,82,78,High,4,Medium,Yes,7,Mild,70.65
93,19,76,67,High,0,High,No,7,None,68.65
70,13,88,99,High,1,High,Yes,8,Severe,74.55
80,28,86,79,Low,4,High,Yes,6,None,74.9
90,15,96,62,High,2,High,No,7,None,69.55
94,23,88,72,Low,1,Medium,No,8,Mild,65.75
79,17,90,79,Middle,4,Low,Yes,8,None,69.75
93,21,76,59,Middle,2,High,No,7,Severe,56.75
75,10,86,70,Middle,3,Low,No,9,Severe,55.7
87,28,97,52,Middle,4,Medium,No,9,Mild,64.4
72,26,94,95,Low,2,Low,No,9,Mild,70.2
78,28,85,99,Middle,0,High,No,9,Severe,71.3
86,26,83,95,Low,1,Medium,Yes,8,Mild,73.8
90,29,87,78,Low,4,Medium,No,9,None,71.05000000000001
95,17,100,53,Middle,3,Low,No,7,None,62.15
71,28,93,80,Middle,4,Low,No,7,Severe,61.80000000000001
